price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
770,1,1,False,False,55.0,flat,Sants-Montjuïc,14.0
3300,3,1,True,False,151.0,flat,Sarria-Sant Gervasi,21.85430463576159
700,2,1,False,False,50.0,flat,Sants-Montjuïc,14.0
2900,4,1,True,False,138.0,flat,Sarria-Sant Gervasi,21.014492753623188
3300,4,1,True,False,153.0,flat,Sarria-Sant Gervasi,21.5686274509804
2300,3,1,True,False,113.0,flat,Sarria-Sant Gervasi,20.353982300884955
825,2,1,True,False,38.0,flat,Ciutat Vella,21.71052631578948
1100,2,1,True,True,76.0,flat,Ciutat Vella,14.473684210526317
1000,2,2,True,True,65.0,flat,Ciutat Vella,15.384615384615383
850,1,1,True,False,61.0,flat,Gràcia,13.934426229508198
850,2,1,True,False,53.0,flat,Ciutat Vella,16.037735849056602
900,3,1,True,False,77.0,flat,Eixample,11.688311688311687
2000,4,3,True,False,202.0,flat,Eixample,9.9009900990099
1100,2,2,True,False,92.0,flat,Ciutat Vella,11.956521739130435
850,3,1,True,False,61.0,flat,Gràcia,13.934426229508198
2850,3,2,True,False,171.0,flat,Eixample,16.666666666666668
2500,3,2,True,False,180.0,apartment,Eixample,13.88888888888889
1500,2,2,True,False,60.0,apartment,Eixample,25.0
2057,1,1,True,False,74.0,apartment,Sant Martí,27.7972972972973
1800,3,2,False,False,100.0,apartment,Ciutat Vella,18.0
1800,1,1,False,False,90.0,apartment,Gràcia,20.0
1550,3,1,False,False,63.0,apartment,Sants-Montjuïc,24.603174603174605
1800,1,1,False,False,55.0,apartment,Sants-Montjuïc,32.72727272727273
2400,2,1,False,False,65.0,apartment,Ciutat Vella,36.92307692307692
1600,1,1,False,False,48.0,apartment,Ciutat Vella,33.333333333333336
976,3,1,False,False,80.0,apartment,Ciutat Vella,12.2
976,3,1,False,False,80.0,apartment,Ciutat Vella,12.2
2021,2,1,False,False,60.0,apartment,Eixample,33.68333333333333
1540,2,1,False,False,75.0,apartment,Eixample,20.53333333333333
900,2,2,True,False,60.0,flat,Ciutat Vella,15.0
890,1,1,True,False,40.0,study,Sarria-Sant Gervasi,22.25
1500,1,1,True,False,58.0,apartment,Sant Martí,25.86206896551724
2300,3,2,True,False,90.0,apartment,Eixample,25.55555555555556
1970,2,2,True,False,73.0,flat,Sant Martí,26.98630136986301
1210,2,1,True,False,47.0,flat,Sant Martí,25.74468085106383
1185,2,1,False,False,47.0,flat,Sant Martí,25.21276595744681
2250,3,2,True,False,100.0,apartment,Eixample,22.5
1900,2,2,True,False,73.0,flat,Sant Martí,26.02739726027397
3500,3,3,True,False,205.0,apartment,Eixample,17.073170731707318
1250,3,1,True,False,75.0,flat,Les Corts,16.666666666666668
795,2,2,True,True,59.0,flat,Nou Barris,13.47457627118644
780,3,1,True,False,68.0,flat,Horta- Guinardo,11.470588235294118
950,3,1,False,True,101.0,flat,Ciutat Vella,9.405940594059404
895,3,1,False,True,85.0,flat,Gràcia,10.529411764705882
995,4,2,True,False,90.0,flat,Sants-Montjuïc,11.055555555555555
780,2,1,False,False,51.0,flat,Nou Barris,15.294117647058824
2400,3,3,True,False,140.0,flat,Sarria-Sant Gervasi,17.142857142857142
1170,2,1,True,True,72.0,flat,Eixample,16.25
2200,2,1,True,False,65.0,flat,Sarria-Sant Gervasi,33.84615384615385
2700,3,2,True,False,85.0,flat,Sarria-Sant Gervasi,31.764705882352946
1600,1,1,True,False,60.0,flat,Eixample,26.666666666666668
1300,3,1,True,False,85.0,flat,Eixample,15.294117647058824
650,1,1,True,False,28.0,apartment,Ciutat Vella,23.214285714285715
730,1,1,False,False,40.0,flat,Ciutat Vella,18.25
1750,3,2,True,False,140.0,flat,Sarria-Sant Gervasi,12.5
1250,2,2,True,False,70.0,flat,Eixample,17.857142857142858
1000,1,1,True,True,51.0,flat,Gràcia,19.607843137254903
1220,1,1,True,False,75.0,apartment,Sarria-Sant Gervasi,16.266666666666666
800,2,1,True,False,60.0,flat,Gràcia,13.333333333333334
980,3,1,True,False,67.0,flat,Eixample,14.626865671641792
1195,1,1,True,False,95.0,flat,Sant Andreu,12.578947368421051
1050,1,1,True,False,61.0,apartment,Ciutat Vella,17.21311475409836
1700,4,2,True,True,95.0,flat,Eixample,17.894736842105264
1800,4,2,True,True,92.0,flat,Eixample,19.565217391304348
1350,4,2,True,False,120.0,flat,Eixample,11.25
930,2,1,True,True,70.0,flat,Sants-Montjuïc,13.285714285714286
995,4,1,True,True,87.0,flat,Horta- Guinardo,11.436781609195402
1200,2,1,True,True,65.0,flat,Sarria-Sant Gervasi,18.46153846153846
850,2,1,True,False,47.0,flat,Ciutat Vella,18.08510638297872
990,2,2,False,False,80.0,flat,Sarria-Sant Gervasi,12.375
2550,2,2,True,False,123.0,flat,Ciutat Vella,20.73170731707317
1150,2,1,True,False,60.0,apartment,Ciutat Vella,19.166666666666668
1200,3,1,True,False,75.0,apartment,Ciutat Vella,16.0
1300,2,1,False,False,70.0,flat,Ciutat Vella,18.571428571428573
1350,2,1,True,False,65.0,flat,Ciutat Vella,20.76923076923077
2000,2,2,True,True,115.0,flat,Ciutat Vella,17.391304347826086
850,1,1,False,False,40.0,apartment,Ciutat Vella,21.25
1475,2,2,False,False,121.0,flat,Ciutat Vella,12.1900826446281
1400,1,1,True,False,33.0,flat,Ciutat Vella,42.42424242424242
4000,2,2,True,False,115.0,apartment,Ciutat Vella,34.78260869565217
900,1,1,False,False,36.0,flat,Ciutat Vella,25.0
950,3,2,False,False,75.0,flat,Ciutat Vella,12.666666666666666
1300,1,1,False,False,68.0,flat,Ciutat Vella,19.11764705882353
1250,2,2,True,True,103.0,flat,Ciutat Vella,12.135922330097088
1100,3,2,True,False,85.0,flat,Ciutat Vella,12.941176470588236
2000,2,2,True,True,120.0,flat,Ciutat Vella,16.666666666666668
1100,1,1,True,False,68.0,flat,Ciutat Vella,16.176470588235293
1100,1,1,True,False,50.0,flat,Ciutat Vella,22.0
1600,3,2,True,False,122.0,flat,Ciutat Vella,13.114754098360656
1800,3,2,True,False,85.0,flat,Ciutat Vella,21.176470588235293
1000,3,1,False,False,70.0,flat,Ciutat Vella,14.285714285714286
702,2,1,True,False,37.0,flat,Ciutat Vella,18.97297297297297
3000,4,2,False,True,180.0,flat,Ciutat Vella,16.666666666666668
1700,2,2,True,False,120.0,flat,Ciutat Vella,14.166666666666666
1350,5,2,False,False,112.0,flat,Ciutat Vella,12.053571428571429
1600,3,2,True,False,86.0,attic,Ciutat Vella,18.6046511627907
1175,3,2,False,False,97.0,flat,Ciutat Vella,12.11340206185567
1250,2,2,True,False,46.0,flat,Ciutat Vella,27.17391304347826
2500,3,2,True,False,139.0,apartment,Ciutat Vella,17.985611510791365
1100,2,1,True,False,46.0,flat,Ciutat Vella,23.91304347826087
800,3,1,False,False,55.0,flat,Ciutat Vella,14.545454545454543
1360,2,1,True,True,57.0,apartment,Ciutat Vella,23.859649122807017
1700,2,2,False,True,151.0,flat,Ciutat Vella,11.258278145695364
2000,2,2,False,False,121.0,flat,Ciutat Vella,16.52892561983471
1500,3,2,True,False,89.0,flat,Ciutat Vella,16.853932584269664
1100,1,1,True,True,40.0,flat,Ciutat Vella,27.5
690,1,1,False,False,37.0,flat,Ciutat Vella,18.64864864864865
1500,1,2,False,False,110.0,flat,Ciutat Vella,13.636363636363637
1690,3,2,False,False,130.0,apartment,Ciutat Vella,13.0
1100,2,2,True,False,58.0,flat,Ciutat Vella,18.96551724137931
2200,2,2,True,True,90.0,flat,Ciutat Vella,24.444444444444443
1290,4,2,True,False,120.0,apartment,Ciutat Vella,10.75
1350,2,2,True,False,46.0,flat,Ciutat Vella,29.347826086956523
1290,2,1,False,False,62.0,flat,Ciutat Vella,20.806451612903224
1900,2,2,True,False,99.0,flat,Ciutat Vella,19.19191919191919
1400,2,2,True,True,65.0,flat,Ciutat Vella,21.53846153846154
800,2,1,False,False,50.0,flat,Ciutat Vella,16.0
1500,2,1,True,True,62.0,apartment,Ciutat Vella,24.193548387096776
900,2,1,True,False,60.0,flat,Ciutat Vella,15.0
1050,1,1,False,False,80.0,flat,Ciutat Vella,13.125
1250,2,2,True,True,67.0,flat,Ciutat Vella,18.65671641791045
1130,1,1,True,True,47.0,apartment,Ciutat Vella,24.04255319148936
1000,2,3,True,False,70.0,apartment,Ciutat Vella,14.285714285714286
1200,1,1,True,False,65.0,flat,Ciutat Vella,18.46153846153846
1250,2,1,True,True,62.0,apartment,Ciutat Vella,20.161290322580644
1100,1,1,True,False,110.0,flat,Ciutat Vella,10.0
2300,4,3,True,False,147.0,apartment,Ciutat Vella,15.64625850340136
1350,2,2,False,False,60.0,flat,Ciutat Vella,22.5
1200,2,2,False,False,70.0,flat,Ciutat Vella,17.142857142857142
2500,2,2,True,False,122.0,apartment,Ciutat Vella,20.49180327868853
2700,4,2,True,True,162.0,apartment,Ciutat Vella,16.666666666666668
1400,3,1,True,False,80.0,flat,Ciutat Vella,17.5
1500,2,2,True,True,98.0,flat,Ciutat Vella,15.306122448979592
1350,1,1,False,True,35.0,flat,Ciutat Vella,38.57142857142857
1250,2,1,False,False,65.0,flat,Ciutat Vella,19.23076923076923
1100,2,2,True,False,75.0,apartment,Ciutat Vella,14.666666666666666
1000,1,1,True,True,40.0,flat,Ciutat Vella,25.0
1250,2,2,True,False,46.0,flat,Ciutat Vella,27.17391304347826
1000,2,2,True,False,66.0,apartment,Ciutat Vella,15.151515151515152
1200,4,2,True,False,130.0,flat,Ciutat Vella,9.23076923076923
1600,3,2,True,False,173.0,flat,Ciutat Vella,9.248554913294798
1500,2,2,True,True,86.0,flat,Ciutat Vella,17.441860465116278
1200,2,1,False,False,85.0,flat,Ciutat Vella,14.117647058823527
2290,4,2,True,True,180.0,flat,Gràcia,12.72222222222222
1900,3,1,True,True,125.0,flat,Gràcia,15.2
1300,3,2,True,True,100.0,flat,Gràcia,13.0
2500,2,2,True,True,72.0,flat,Gràcia,34.72222222222222
1800,2,1,False,True,100.0,flat,Gràcia,18.0
3600,3,2,False,False,193.0,attic,Gràcia,18.65284974093264
1200,2,1,True,False,77.0,flat,Gràcia,15.584415584415584
1350,1,1,False,True,50.0,apartment,Gràcia,27.0
1250,2,2,False,False,75.0,flat,Gràcia,16.666666666666668
1480,2,2,True,False,100.0,flat,Gràcia,14.8
1300,2,1,True,False,60.0,apartment,Gràcia,21.666666666666668
1350,2,1,True,False,60.0,apartment,Gràcia,22.5
1800,3,2,True,False,100.0,flat,Gràcia,18.0
1900,1,1,False,True,80.0,flat,Gràcia,23.75
1300,3,1,False,True,85.0,flat,Gràcia,15.294117647058824
1400,3,2,False,False,125.0,flat,Gràcia,11.2
1835,1,1,True,False,59.0,flat,Gràcia,31.10169491525424
1400,2,1,True,False,55.0,flat,Gràcia,25.454545454545453
1900,1,1,False,True,80.0,flat,Gràcia,23.75
1500,1,1,False,True,94.0,flat,Gràcia,15.95744680851064
1800,2,1,True,False,100.0,flat,Gràcia,18.0
1800,2,1,False,True,65.0,attic,Gràcia,27.692307692307693
2050,3,2,True,True,177.0,flat,Gràcia,11.581920903954805
3200,5,3,True,False,208.0,flat,Gràcia,15.384615384615383
3768,3,2,True,True,117.0,flat,Gràcia,32.205128205128204
1300,4,1,False,True,85.0,flat,Gràcia,15.294117647058824
1300,4,1,True,False,107.0,flat,Les Corts,12.149532710280374
990,2,1,True,False,74.0,flat,Eixample,13.37837837837838
1200,3,2,True,True,77.0,flat,Sants-Montjuïc,15.584415584415584
2229,3,2,False,False,80.0,apartment,Eixample,27.8625
1806,2,2,False,False,80.0,apartment,Sant Martí,22.575
2155,3,2,False,False,80.0,apartment,Eixample,26.9375
2317,3,2,False,False,80.0,apartment,Eixample,28.9625
2008,3,2,False,False,80.0,apartment,Eixample,25.1
2760,3,2,False,False,80.0,apartment,Eixample,34.5
950,1,1,True,True,40.0,attic,Eixample,23.75
900,1,1,True,False,45.0,flat,Eixample,20.0
850,1,1,True,False,50.0,flat,Ciutat Vella,17.0
1000,3,2,True,False,88.0,flat,Eixample,11.363636363636363
950,2,1,True,False,45.0,flat,Eixample,21.11111111111111
1500,3,2,False,False,92.0,flat,Sarria-Sant Gervasi,16.304347826086957
1600,3,2,True,True,100.0,flat,Sarria-Sant Gervasi,16.0
1000,1,2,True,False,50.0,flat,Eixample,20.0
1200,1,1,True,False,50.0,flat,Eixample,24.0
1350,3,1,True,True,120.0,flat,Eixample,11.25
1425,2,2,True,False,88.0,flat,Les Corts,16.193181818181817
1550,5,2,True,True,146.0,flat,Les Corts,10.616438356164384
1495,4,2,True,False,123.0,flat,Les Corts,12.154471544715449
950,2,1,True,False,62.0,flat,Eixample,15.32258064516129
950,1,1,True,False,50.0,flat,Eixample,19.0
2300,2,2,False,False,96.0,flat,Ciutat Vella,23.95833333333333
3200,5,3,True,False,200.0,flat,Les Corts,16.0
3400,5,3,True,False,200.0,flat,Les Corts,17.0
3200,4,3,True,True,148.0,flat,Sarria-Sant Gervasi,21.62162162162162
1500,2,2,True,False,88.0,flat,Sarria-Sant Gervasi,17.045454545454547
2300,4,2,True,False,158.0,flat,Sarria-Sant Gervasi,14.556962025316457
1100,2,1,True,False,57.0,flat,Eixample,19.29824561403509
1100,1,1,True,True,45.0,attic,Sarria-Sant Gervasi,24.444444444444443
1150,1,1,True,False,40.0,flat,Sarria-Sant Gervasi,28.75
1060,4,2,True,False,98.0,flat,Sarria-Sant Gervasi,10.816326530612244
750,1,1,False,False,60.0,flat,Sants-Montjuïc,12.5
1000,3,1,True,True,71.0,attic,Horta- Guinardo,14.084507042253522
750,2,1,False,False,52.0,flat,Sants-Montjuïc,14.423076923076923
1200,2,2,True,False,113.0,flat,Eixample,10.619469026548671
700,1,1,True,False,50.0,flat,Ciutat Vella,14.0
1125,2,1,True,True,75.0,flat,Ciutat Vella,15.0
1300,2,1,True,False,80.0,flat,Eixample,16.25
970,2,1,True,True,43.0,flat,Sarria-Sant Gervasi,22.55813953488372
1950,5,3,True,True,170.0,flat,Sarria-Sant Gervasi,11.470588235294118
1000,3,1,True,True,70.0,flat,Eixample,14.285714285714286
1850,3,2,True,True,100.0,flat,Sarria-Sant Gervasi,18.5
1290,3,2,True,False,100.0,flat,Eixample,12.9
950,1,1,True,False,54.0,flat,Ciutat Vella,17.59259259259259
1500,2,2,True,False,95.0,flat,Eixample,15.789473684210526
650,1,1,True,False,25.0,flat,Eixample,26.0
750,1,1,False,False,22.0,flat,Ciutat Vella,34.09090909090909
1080,2,1,False,False,75.0,flat,Sarria-Sant Gervasi,14.4
890,1,1,True,False,54.0,flat,Sarria-Sant Gervasi,16.48148148148148
3500,2,2,True,True,152.0,flat,Sarria-Sant Gervasi,23.026315789473685
3219,3,2,True,True,120.0,flat,Sarria-Sant Gervasi,26.825
3400,3,3,True,True,220.0,flat,Sarria-Sant Gervasi,15.454545454545457
1200,2,2,False,False,98.0,flat,Ciutat Vella,12.244897959183673
1626,3,2,True,True,81.0,flat,Eixample,20.07407407407408
3200,4,3,True,True,200.0,flat,Sarria-Sant Gervasi,16.0
750,1,1,False,False,40.0,flat,Ciutat Vella,18.75
1200,2,1,False,False,50.0,flat,Sants-Montjuïc,24.0
2200,2,2,True,True,89.0,flat,Ciutat Vella,24.719101123595507
1700,3,1,True,True,130.0,flat,Ciutat Vella,13.076923076923077
1450,4,2,True,False,84.0,flat,Les Corts,17.261904761904763
1200,3,1,True,False,75.0,flat,Ciutat Vella,16.0
3500,2,2,True,True,113.0,flat,Eixample,30.97345132743363
1350,4,2,True,True,112.0,flat,Les Corts,12.053571428571429
1400,3,2,True,False,106.0,flat,Eixample,13.20754716981132
2000,5,3,True,True,167.0,flat,Sarria-Sant Gervasi,11.976047904191615
1724,3,2,True,True,78.0,flat,Eixample,22.102564102564106
1150,3,2,True,False,88.0,flat,Sarria-Sant Gervasi,13.068181818181818
935,3,2,False,False,82.0,flat,Horta- Guinardo,11.402439024390244
2500,3,2,True,True,145.0,flat,Sarria-Sant Gervasi,17.24137931034483
2000,3,2,True,True,110.0,flat,Eixample,18.181818181818183
1590,3,2,True,False,110.0,flat,Eixample,14.454545454545457
3000,3,3,True,True,174.0,flat,Ciutat Vella,17.24137931034483
2600,3,2,False,True,136.0,flat,Sant Martí,19.11764705882353
1000,3,1,False,False,63.0,flat,Gràcia,15.873015873015872
1900,2,2,True,True,92.0,flat,Gràcia,20.65217391304348
3800,2,2,True,True,100.0,flat,Ciutat Vella,38.0
1600,4,2,True,True,137.0,flat,Sarria-Sant Gervasi,11.67883211678832
1650,3,2,True,True,138.0,flat,Eixample,11.956521739130435
2500,3,2,True,True,136.0,flat,Sarria-Sant Gervasi,18.38235294117647
1450,2,1,True,False,90.0,flat,Eixample,16.11111111111111
900,3,1,True,False,82.0,flat,Gràcia,10.975609756097562
1950,2,1,True,True,100.0,flat,Sant Martí,19.5
1150,1,2,True,False,100.0,flat,Ciutat Vella,11.5
1050,3,1,True,False,81.0,flat,Eixample,12.962962962962964
3000,4,3,True,True,193.0,attic,Eixample,15.544041450777202
1150,1,1,True,True,45.0,flat,Ciutat Vella,25.55555555555556
3300,4,3,True,False,174.0,flat,Sarria-Sant Gervasi,18.96551724137931
1750,4,2,True,True,100.0,flat,Sant Martí,17.5
900,1,1,False,True,47.0,flat,Sants-Montjuïc,19.148936170212767
2200,3,2,True,False,110.0,flat,Eixample,20.0
2200,4,2,True,True,175.0,flat,Eixample,12.571428571428571
975,1,1,True,False,51.0,flat,Ciutat Vella,19.11764705882353
2200,3,2,True,False,112.0,flat,Eixample,19.642857142857142
1300,1,1,True,False,99.0,flat,Ciutat Vella,13.131313131313131
1200,1,1,False,False,60.0,flat,Ciutat Vella,20.0
2250,2,2,True,True,75.0,flat,Eixample,30.0
3500,3,2,True,True,150.0,flat,Eixample,23.33333333333333
1975,5,3,True,False,140.0,flat,Sarria-Sant Gervasi,14.107142857142858
1250,2,2,False,False,82.0,flat,Ciutat Vella,15.24390243902439
1600,1,1,True,False,82.0,flat,Eixample,19.51219512195122
1750,3,2,True,False,130.0,flat,Gràcia,13.461538461538462
1949,1,1,True,True,58.0,flat,Gràcia,33.60344827586207
2000,2,2,True,True,115.0,apartment,Ciutat Vella,17.391304347826086
1385,2,1,False,False,55.0,flat,Sant Martí,25.181818181818183
1050,2,1,False,True,55.0,flat,Gràcia,19.09090909090909
2150,4,2,True,False,158.0,flat,Sant Martí,13.60759493670886
1200,2,1,True,True,61.0,apartment,Ciutat Vella,19.672131147540984
1360,2,1,True,False,55.0,flat,Sant Martí,24.727272727272727
800,1,1,True,False,52.0,flat,Ciutat Vella,15.384615384615383
1700,2,2,True,True,120.0,apartment,Ciutat Vella,14.166666666666666
1300,2,1,True,False,60.0,apartment,Ciutat Vella,21.666666666666668
1700,2,1,True,True,95.0,apartment,Ciutat Vella,17.894736842105264
2000,3,2,True,False,92.0,flat,Sant Martí,21.73913043478261
1450,2,2,False,False,80.0,attic,Sarria-Sant Gervasi,18.125
550,1,1,False,False,38.0,flat,Horta- Guinardo,14.473684210526317
3833,3,2,True,True,135.0,flat,Les Corts,28.392592592592592
2400,3,3,True,False,148.0,flat,Sarria-Sant Gervasi,16.216216216216218
3200,4,3,True,True,155.0,attic,Sarria-Sant Gervasi,20.64516129032258
2900,4,2,True,True,150.0,flat,Sarria-Sant Gervasi,19.33333333333333
3000,3,2,True,True,165.0,flat,Sarria-Sant Gervasi,18.181818181818183
3000,3,2,True,False,160.0,flat,Sarria-Sant Gervasi,18.75
4700,4,3,True,True,224.0,flat,Sarria-Sant Gervasi,20.982142857142858
620,1,1,True,False,29.0,flat,Les Corts,21.379310344827587
920,3,1,True,False,76.0,flat,Sant Martí,12.105263157894736
895,1,1,True,False,55.0,flat,Eixample,16.272727272727273
750,3,1,True,False,67.0,flat,Sant Andreu,11.194029850746269
1050,3,1,True,False,75.0,flat,Sarria-Sant Gervasi,14.0
800,3,1,False,False,65.0,flat,Sant Martí,12.307692307692308
1000,3,1,True,False,80.0,flat,Eixample,12.5
1085,3,2,True,False,83.0,flat,Les Corts,13.072289156626503
850,3,1,True,False,58.0,flat,Sants-Montjuïc,14.655172413793103
995,1,1,True,False,50.0,flat,Sarria-Sant Gervasi,19.9
995,1,1,False,True,42.0,attic,Gràcia,23.69047619047619
1650,3,3,True,False,85.0,flat,Eixample,19.41176470588235
800,1,1,True,False,50.0,flat,Sarria-Sant Gervasi,16.0
3200,4,3,True,True,120.0,attic,Sarria-Sant Gervasi,26.666666666666668
2800,4,3,True,False,200.0,flat,Les Corts,14.0
2900,3,2,True,False,178.0,flat,Sarria-Sant Gervasi,16.292134831460675
1675,4,3,True,False,137.0,flat,Sarria-Sant Gervasi,12.226277372262771
1700,2,2,True,False,85.0,flat,Eixample,20.0
1900,4,2,True,True,148.0,flat,Les Corts,12.83783783783784
2580,3,2,True,False,154.0,flat,Eixample,16.753246753246753
2000,3,3,True,False,150.0,flat,Les Corts,13.333333333333334
1350,3,2,True,False,124.0,flat,Eixample,10.887096774193548
850,1,1,True,False,40.0,flat,Sarria-Sant Gervasi,21.25
1100,2,1,True,False,56.0,flat,Ciutat Vella,19.642857142857142
690,1,1,False,False,36.0,flat,Ciutat Vella,19.166666666666668
700,2,1,False,False,67.0,flat,Ciutat Vella,10.447761194029852
710,2,1,True,False,33.0,flat,Ciutat Vella,21.51515151515152
720,2,1,False,False,45.0,flat,Sants-Montjuïc,16.0
1130,3,2,True,False,89.0,flat,Eixample,12.696629213483146
1150,2,1,False,True,50.0,attic,Sarria-Sant Gervasi,23.0
1195,3,1,True,False,74.0,flat,Eixample,16.14864864864865
520,1,1,True,False,25.0,flat,Ciutat Vella,20.8
840,2,1,True,False,55.0,flat,Sants-Montjuïc,15.272727272727272
760,2,1,False,False,67.0,flat,Sants-Montjuïc,11.343283582089551
1400,1,1,True,True,60.0,flat,Sant Martí,23.33333333333333
1150,2,2,True,False,83.0,flat,Sant Martí,13.855421686746988
1700,3,2,True,False,118.0,flat,Sant Martí,14.40677966101695
1360,2,1,True,False,55.0,flat,Sant Martí,24.727272727272727
1650,2,2,True,True,93.0,flat,Sant Martí,17.741935483870968
