Unnamed: 0,price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
37,1400,3.0,2.0,True,False,93.0,flat,Sarria-Sant Gervasi,15.053763440860216
38,852,4.0,1.0,True,False,75.0,flat,Sants-Montjuïc,11.36
39,1250,4.0,2.0,True,True,98.0,flat,Eixample,12.755102040816327
40,750,2.0,1.0,False,False,60.0,flat,Gràcia,12.5
41,1000,1.0,1.0,True,False,60.0,flat,Sarria-Sant Gervasi,16.666666666666668
42,1250,4.0,2.0,True,False,121.0,flat,Eixample,10.330578512396697
43,900,2.0,1.0,True,False,78.0,flat,Sant Martí,11.538461538461538
44,1600,3.0,2.0,True,True,78.0,attic,Gràcia,20.512820512820515
45,1450,4.0,2.0,True,False,177.0,flat,Sant Martí,8.192090395480227
46,900,2.0,1.0,True,False,55.0,flat,Sant Andreu,16.363636363636363
47,1350,3.0,2.0,True,False,76.0,flat,Sant Martí,17.763157894736842
48,1246,1.0,1.0,True,False,51.0,flat,Eixample,24.431372549019606
49,850,1.0,1.0,False,False,45.0,flat,Ciutat Vella,18.88888888888889
50,750,3.0,1.0,True,False,42.0,flat,Gràcia,17.857142857142858
51,1580,3.0,2.0,True,True,110.0,flat,Ciutat Vella,14.363636363636363
52,1950,4.0,2.0,True,True,158.0,flat,Eixample,12.341772151898734
53,1350,1.0,1.0,True,True,60.0,attic,Ciutat Vella,22.5
54,1060,4.0,2.0,True,False,90.0,flat,Sant Andreu,11.77777777777778
55,1350,3.0,2.0,True,False,104.0,flat,Sarria-Sant Gervasi,12.98076923076923
56,900,4.0,1.0,True,False,80.0,flat,Eixample,11.25
57,2700,4.0,2.0,True,False,85.0,flat,Sarria-Sant Gervasi,31.764705882352946
58,1600,2.0,2.0,True,False,100.0,flat,Eixample,16.0
59,625,2.0,1.0,True,False,41.0,flat,Horta- Guinardo,15.24390243902439
60,2550,2.0,2.0,True,False,137.0,flat,Ciutat Vella,18.613138686131386
61,925,4.0,2.0,True,True,101.0,flat,Sant Martí,9.15841584158416
62,2200,2.0,2.0,True,True,79.0,attic,Sant Martí,27.848101265822784
63,2700,3.0,2.0,True,False,85.0,flat,Sarria-Sant Gervasi,31.764705882352946
64,1290,2.0,1.0,True,False,70.0,flat,Les Corts,18.428571428571427
65,3000,3.0,2.0,False,False,150.0,apartment,Eixample,20.0
66,780,2.0,1.0,False,False,62.0,flat,Horta- Guinardo,12.580645161290322
67,1300,5.0,3.0,True,False,130.0,flat,Eixample,10.0
68,1053,4.0,2.0,True,False,95.0,flat,Sant Martí,11.08421052631579
69,1250,1.0,1.0,False,False,35.0,apartment,Eixample,35.714285714285715
70,650,1.0,1.0,False,False,55.0,flat,Ciutat Vella,11.818181818181818
71,1500,4.0,2.0,True,False,150.0,flat,Eixample,10.0
72,1190,4.0,2.0,True,False,130.0,flat,Eixample,9.153846153846152
73,660,2.0,1.0,False,False,46.0,flat,Sant Andreu,14.347826086956522
74,1585,4.0,2.0,True,True,123.0,flat,Sarria-Sant Gervasi,12.886178861788618
75,950,4.0,1.0,True,False,79.0,flat,Sant Andreu,12.025316455696204
76,1850,3.0,3.0,True,False,140.0,flat,Sarria-Sant Gervasi,13.214285714285714
77,1080,3.0,1.0,True,False,72.0,flat,Sant Martí,15.0
78,710,1.0,1.0,True,False,90.0,flat,Sants-Montjuïc,7.888888888888889
79,2200,4.0,2.0,False,False,90.0,apartment,Gràcia,24.444444444444443
80,3468,3.0,2.0,False,False,98.0,apartment,Ciutat Vella,35.38775510204081
81,1100,1.0,1.0,True,False,45.0,apartment,Les Corts,24.444444444444443
82,1700,2.0,2.0,True,False,73.0,flat,Sant Martí,23.28767123287671
83,590,0.0,1.0,False,False,46.0,flat,Ciutat Vella,12.826086956521738
84,770,1.0,1.0,False,False,55.0,flat,Sants-Montjuïc,14.0
85,3300,3.0,1.0,True,False,151.0,flat,Sarria-Sant Gervasi,21.85430463576159
86,700,2.0,1.0,False,False,50.0,flat,Sants-Montjuïc,14.0
87,2900,4.0,1.0,True,False,138.0,flat,Sarria-Sant Gervasi,21.014492753623188
88,3300,4.0,1.0,True,False,153.0,flat,Sarria-Sant Gervasi,21.5686274509804
89,2300,3.0,1.0,True,False,113.0,flat,Sarria-Sant Gervasi,20.353982300884955
90,825,2.0,1.0,True,False,38.0,flat,Ciutat Vella,21.71052631578948
91,1100,2.0,1.0,True,True,76.0,flat,Ciutat Vella,14.473684210526317
92,1000,2.0,2.0,True,True,65.0,flat,Ciutat Vella,15.384615384615383
93,850,1.0,1.0,True,False,61.0,flat,Gràcia,13.934426229508198
94,850,2.0,1.0,True,False,53.0,flat,Ciutat Vella,16.037735849056602
95,900,3.0,1.0,True,False,77.0,flat,Eixample,11.688311688311687
96,2000,4.0,3.0,True,False,202.0,flat,Eixample,9.9009900990099
97,1100,2.0,2.0,True,False,92.0,flat,Ciutat Vella,11.956521739130435
98,850,3.0,1.0,True,False,61.0,flat,Gràcia,13.934426229508198
99,2850,3.0,2.0,True,False,171.0,flat,Eixample,16.666666666666668
100,2500,3.0,2.0,True,False,180.0,apartment,Eixample,13.88888888888889
101,1500,2.0,2.0,True,False,60.0,apartment,Eixample,25.0
102,2057,1.0,1.0,True,False,74.0,apartment,Sant Martí,27.7972972972973
103,1800,3.0,2.0,False,False,100.0,apartment,Ciutat Vella,18.0
104,1800,1.0,1.0,False,False,90.0,apartment,Gràcia,20.0
105,3144,2.0,2.0,False,False,62.0,apartment,Eixample,50.70967741935484
106,1550,3.0,1.0,False,False,63.0,apartment,Sants-Montjuïc,24.603174603174605
107,1800,1.0,1.0,False,False,55.0,apartment,Sants-Montjuïc,32.72727272727273
108,2400,2.0,1.0,False,False,65.0,apartment,Ciutat Vella,36.92307692307692
109,1600,1.0,1.0,False,False,48.0,apartment,Ciutat Vella,33.333333333333336
110,976,3.0,1.0,False,False,80.0,apartment,Ciutat Vella,12.2
111,976,3.0,1.0,False,False,80.0,apartment,Ciutat Vella,12.2
112,2021,2.0,1.0,False,False,60.0,apartment,Eixample,33.68333333333333
113,1540,2.0,1.0,False,False,75.0,apartment,Eixample,20.53333333333333
114,4000,4.0,4.0,True,False,220.0,flat,Sarria-Sant Gervasi,18.181818181818183
115,900,2.0,2.0,True,False,60.0,flat,Ciutat Vella,15.0
116,890,1.0,1.0,True,False,40.0,study,Sarria-Sant Gervasi,22.25
117,1500,1.0,1.0,True,False,58.0,apartment,Sant Martí,25.86206896551724
118,2300,3.0,2.0,True,False,90.0,apartment,Eixample,25.55555555555556
119,1970,2.0,2.0,True,False,73.0,flat,Sant Martí,26.98630136986301
120,1210,2.0,1.0,True,False,47.0,flat,Sant Martí,25.74468085106383
121,1185,2.0,1.0,False,False,47.0,flat,Sant Martí,25.21276595744681
122,2250,3.0,2.0,True,False,100.0,apartment,Eixample,22.5
123,1900,2.0,2.0,True,False,73.0,flat,Sant Martí,26.02739726027397
124,3500,3.0,3.0,True,False,205.0,apartment,Eixample,17.073170731707318
125,1250,3.0,1.0,True,False,75.0,flat,Les Corts,16.666666666666668
126,795,2.0,2.0,True,True,59.0,flat,Nou Barris,13.47457627118644
127,780,3.0,1.0,True,False,68.0,flat,Horta- Guinardo,11.470588235294118
128,950,3.0,1.0,False,True,101.0,flat,Ciutat Vella,9.405940594059404
129,895,3.0,1.0,False,True,85.0,flat,Gràcia,10.529411764705882
130,995,4.0,2.0,True,False,90.0,flat,Sants-Montjuïc,11.055555555555555
131,780,2.0,1.0,False,False,51.0,flat,Nou Barris,15.294117647058824
132,2400,3.0,3.0,True,False,140.0,flat,Sarria-Sant Gervasi,17.142857142857142
133,1170,2.0,1.0,True,True,72.0,flat,Eixample,16.25
134,2200,2.0,1.0,True,False,65.0,flat,Sarria-Sant Gervasi,33.84615384615385
135,2700,3.0,2.0,True,False,85.0,flat,Sarria-Sant Gervasi,31.764705882352946
136,1600,0.0,1.0,True,False,60.0,flat,Eixample,26.666666666666668
137,1300,3.0,1.0,True,False,85.0,flat,Eixample,15.294117647058824
138,650,0.0,1.0,True,False,28.0,apartment,Ciutat Vella,23.214285714285715
139,730,1.0,1.0,False,False,40.0,flat,Ciutat Vella,18.25
140,1750,3.0,2.0,True,False,140.0,flat,Sarria-Sant Gervasi,12.5
141,1250,2.0,2.0,True,False,70.0,flat,Eixample,17.857142857142858
142,1000,1.0,1.0,True,True,51.0,flat,Gràcia,19.607843137254903
143,1220,1.0,1.0,True,False,75.0,apartment,Sarria-Sant Gervasi,16.266666666666666
144,800,2.0,1.0,True,False,60.0,flat,Gràcia,13.333333333333334
145,2700,7.0,3.0,True,False,250.0,flat,Eixample,10.8
146,980,3.0,1.0,True,False,67.0,flat,Eixample,14.626865671641792
147,1195,1.0,1.0,True,False,95.0,flat,Sant Andreu,12.578947368421051
148,1050,1.0,1.0,True,False,61.0,apartment,Ciutat Vella,17.21311475409836
149,1700,4.0,2.0,True,True,95.0,flat,Eixample,17.894736842105264
150,1800,4.0,2.0,True,True,92.0,flat,Eixample,19.565217391304348
151,1350,4.0,2.0,True,False,120.0,flat,Eixample,11.25
152,930,2.0,1.0,True,True,70.0,flat,Sants-Montjuïc,13.285714285714286
153,995,4.0,1.0,True,True,87.0,flat,Horta- Guinardo,11.436781609195402
154,1200,2.0,1.0,True,True,65.0,flat,Sarria-Sant Gervasi,18.46153846153846
155,850,2.0,1.0,True,False,47.0,flat,Ciutat Vella,18.08510638297872
156,990,2.0,2.0,False,False,80.0,flat,Sarria-Sant Gervasi,12.375
157,2550,2.0,2.0,True,False,123.0,flat,Ciutat Vella,20.73170731707317
158,1150,2.0,1.0,True,False,60.0,apartment,Ciutat Vella,19.166666666666668
159,1200,3.0,1.0,True,False,75.0,apartment,Ciutat Vella,16.0
160,1300,2.0,1.0,False,False,70.0,flat,Ciutat Vella,18.571428571428573
161,1350,2.0,1.0,True,False,65.0,flat,Ciutat Vella,20.76923076923077
162,2000,2.0,2.0,True,True,115.0,flat,Ciutat Vella,17.391304347826086
163,850,1.0,1.0,False,False,40.0,apartment,Ciutat Vella,21.25
164,1475,2.0,2.0,False,False,121.0,flat,Ciutat Vella,12.1900826446281
165,1400,1.0,1.0,True,False,33.0,flat,Ciutat Vella,42.42424242424242
166,4000,2.0,2.0,True,False,115.0,apartment,Ciutat Vella,34.78260869565217
167,900,1.0,1.0,False,False,36.0,flat,Ciutat Vella,25.0
168,950,3.0,2.0,False,False,75.0,flat,Ciutat Vella,12.666666666666666
169,1300,1.0,1.0,False,False,68.0,flat,Ciutat Vella,19.11764705882353
170,5250,5.0,3.0,True,True,395.0,attic,Ciutat Vella,13.291139240506327
171,1250,2.0,2.0,True,True,103.0,flat,Ciutat Vella,12.135922330097088
172,1100,3.0,2.0,True,False,85.0,flat,Ciutat Vella,12.941176470588236
173,2000,2.0,2.0,True,True,120.0,flat,Ciutat Vella,16.666666666666668
174,1100,1.0,1.0,True,False,68.0,flat,Ciutat Vella,16.176470588235293
175,1100,1.0,1.0,True,False,50.0,flat,Ciutat Vella,22.0
176,1600,3.0,2.0,True,False,122.0,flat,Ciutat Vella,13.114754098360656
177,1800,3.0,2.0,True,False,85.0,flat,Ciutat Vella,21.176470588235293
178,1000,3.0,1.0,False,False,70.0,flat,Ciutat Vella,14.285714285714286
179,702,2.0,1.0,True,False,37.0,flat,Ciutat Vella,18.97297297297297
180,3000,4.0,2.0,False,True,180.0,flat,Ciutat Vella,16.666666666666668
181,1700,2.0,2.0,True,False,120.0,flat,Ciutat Vella,14.166666666666666
182,1350,5.0,2.0,False,False,112.0,flat,Ciutat Vella,12.053571428571429
183,1600,3.0,2.0,True,False,86.0,attic,Ciutat Vella,18.6046511627907
184,1175,3.0,2.0,False,False,97.0,flat,Ciutat Vella,12.11340206185567
185,1250,2.0,2.0,True,False,46.0,flat,Ciutat Vella,27.17391304347826
186,2500,3.0,2.0,True,False,139.0,apartment,Ciutat Vella,17.985611510791365
187,1100,2.0,1.0,True,False,46.0,flat,Ciutat Vella,23.91304347826087
188,800,3.0,1.0,False,False,55.0,flat,Ciutat Vella,14.545454545454543
189,1360,2.0,1.0,True,True,57.0,apartment,Ciutat Vella,23.859649122807017
190,1700,2.0,2.0,False,True,151.0,flat,Ciutat Vella,11.258278145695364
191,2000,2.0,2.0,False,False,121.0,flat,Ciutat Vella,16.52892561983471
192,1500,3.0,2.0,True,False,89.0,flat,Ciutat Vella,16.853932584269664
193,1100,1.0,1.0,True,True,40.0,flat,Ciutat Vella,27.5
194,690,1.0,1.0,False,False,37.0,flat,Ciutat Vella,18.64864864864865
195,1500,1.0,2.0,False,False,110.0,flat,Ciutat Vella,13.636363636363637
196,1690,3.0,2.0,False,False,130.0,apartment,Ciutat Vella,13.0
197,1100,2.0,2.0,True,False,58.0,flat,Ciutat Vella,18.96551724137931
198,2200,2.0,2.0,True,True,90.0,flat,Ciutat Vella,24.444444444444443
199,1290,4.0,2.0,True,False,120.0,apartment,Ciutat Vella,10.75
200,1350,2.0,2.0,True,False,46.0,flat,Ciutat Vella,29.347826086956523
201,1290,2.0,1.0,False,False,62.0,flat,Ciutat Vella,20.806451612903224
202,1900,2.0,2.0,True,False,99.0,flat,Ciutat Vella,19.19191919191919
203,1400,2.0,2.0,True,True,65.0,flat,Ciutat Vella,21.53846153846154
204,800,2.0,1.0,False,False,50.0,flat,Ciutat Vella,16.0
205,1500,2.0,1.0,True,True,62.0,apartment,Ciutat Vella,24.193548387096776
206,900,2.0,1.0,True,False,60.0,flat,Ciutat Vella,15.0
207,1050,1.0,1.0,False,False,80.0,flat,Ciutat Vella,13.125
208,1250,2.0,2.0,True,True,67.0,flat,Ciutat Vella,18.65671641791045
209,1130,1.0,1.0,True,True,47.0,apartment,Ciutat Vella,24.04255319148936
210,1000,2.0,3.0,True,False,70.0,apartment,Ciutat Vella,14.285714285714286
211,1200,1.0,1.0,True,False,65.0,flat,Ciutat Vella,18.46153846153846
212,1250,2.0,1.0,True,True,62.0,apartment,Ciutat Vella,20.161290322580644
213,1100,1.0,1.0,True,False,110.0,flat,Ciutat Vella,10.0
214,2300,4.0,3.0,True,False,147.0,apartment,Ciutat Vella,15.64625850340136
215,1350,2.0,2.0,False,False,60.0,flat,Ciutat Vella,22.5
216,1200,2.0,2.0,False,False,70.0,flat,Ciutat Vella,17.142857142857142
217,2500,2.0,2.0,True,False,122.0,apartment,Ciutat Vella,20.49180327868853
218,2700,4.0,2.0,True,True,162.0,apartment,Ciutat Vella,16.666666666666668
219,1400,3.0,1.0,True,False,80.0,flat,Ciutat Vella,17.5
220,1500,2.0,2.0,True,True,98.0,flat,Ciutat Vella,15.306122448979592
221,1350,1.0,1.0,False,True,35.0,flat,Ciutat Vella,38.57142857142857
222,1250,2.0,1.0,False,False,65.0,flat,Ciutat Vella,19.23076923076923
223,1100,2.0,2.0,True,False,75.0,apartment,Ciutat Vella,14.666666666666666
224,1000,1.0,1.0,True,True,40.0,flat,Ciutat Vella,25.0
225,1250,2.0,2.0,True,False,46.0,flat,Ciutat Vella,27.17391304347826
226,1000,2.0,2.0,True,False,66.0,apartment,Ciutat Vella,15.151515151515152
227,1200,4.0,2.0,True,False,130.0,flat,Ciutat Vella,9.23076923076923
228,1600,3.0,2.0,True,False,173.0,flat,Ciutat Vella,9.248554913294798
229,5720,3.0,2.0,False,False,115.0,flat,Ciutat Vella,49.73913043478261
230,1500,2.0,2.0,True,True,86.0,flat,Ciutat Vella,17.441860465116278
231,1200,2.0,1.0,False,False,85.0,flat,Ciutat Vella,14.117647058823527
232,2290,4.0,2.0,True,True,180.0,flat,Gràcia,12.72222222222222
233,1900,3.0,1.0,True,True,125.0,flat,Gràcia,15.2
234,1300,3.0,2.0,True,True,100.0,flat,Gràcia,13.0
235,2500,2.0,2.0,True,True,72.0,flat,Gràcia,34.72222222222222
236,1800,2.0,1.0,False,True,100.0,flat,Gràcia,18.0
237,3600,3.0,2.0,False,False,193.0,attic,Gràcia,18.65284974093264
238,1200,2.0,1.0,True,False,77.0,flat,Gràcia,15.584415584415584
239,1350,1.0,1.0,False,True,50.0,apartment,Gràcia,27.0
240,1250,2.0,2.0,False,False,75.0,flat,Gràcia,16.666666666666668
241,1480,2.0,2.0,True,False,100.0,flat,Gràcia,14.8
242,1300,2.0,1.0,True,False,60.0,apartment,Gràcia,21.666666666666668
243,1350,2.0,1.0,True,False,60.0,apartment,Gràcia,22.5
244,1800,3.0,2.0,True,False,100.0,flat,Gràcia,18.0
245,1900,1.0,1.0,False,True,80.0,flat,Gràcia,23.75
246,1300,3.0,1.0,False,True,85.0,flat,Gràcia,15.294117647058824
247,1400,3.0,2.0,False,False,125.0,flat,Gràcia,11.2
248,1835,1.0,1.0,True,False,59.0,flat,Gràcia,31.10169491525424
249,1400,2.0,1.0,True,False,55.0,flat,Gràcia,25.454545454545453
250,1900,1.0,1.0,False,True,80.0,flat,Gràcia,23.75
251,1500,1.0,1.0,False,True,94.0,flat,Gràcia,15.95744680851064
252,1800,2.0,1.0,True,False,100.0,flat,Gràcia,18.0
253,1800,2.0,1.0,False,True,65.0,attic,Gràcia,27.692307692307693
254,2050,3.0,2.0,True,True,177.0,flat,Gràcia,11.581920903954805
255,3200,5.0,3.0,True,False,208.0,flat,Gràcia,15.384615384615383
256,3768,3.0,2.0,True,True,117.0,flat,Gràcia,32.205128205128204
257,1300,4.0,1.0,False,True,85.0,flat,Gràcia,15.294117647058824
258,1300,4.0,1.0,True,False,107.0,flat,Les Corts,12.149532710280374
259,990,2.0,1.0,True,False,74.0,flat,Eixample,13.37837837837838
260,1200,3.0,2.0,True,True,77.0,flat,Sants-Montjuïc,15.584415584415584
261,2229,3.0,2.0,False,False,80.0,apartment,Eixample,27.8625
262,2150,1.0,1.0,False,False,35.0,apartment,Sants-Montjuïc,61.42857142857143
263,1806,2.0,2.0,False,False,80.0,apartment,Sant Martí,22.575
264,2155,3.0,2.0,False,False,80.0,apartment,Eixample,26.9375
265,2317,3.0,2.0,False,False,80.0,apartment,Eixample,28.9625
266,2008,3.0,2.0,False,False,80.0,apartment,Eixample,25.1
267,2040,1.0,1.0,False,False,45.0,apartment,Sants-Montjuïc,45.333333333333336
268,2760,3.0,2.0,False,False,80.0,apartment,Eixample,34.5
269,950,1.0,1.0,True,True,40.0,attic,Eixample,23.75
270,900,1.0,1.0,True,False,45.0,flat,Eixample,20.0
271,850,1.0,1.0,True,False,50.0,flat,Ciutat Vella,17.0
272,1000,3.0,2.0,True,False,88.0,flat,Eixample,11.363636363636363
273,950,2.0,1.0,True,False,45.0,flat,Eixample,21.11111111111111
274,1500,3.0,2.0,False,False,92.0,flat,Sarria-Sant Gervasi,16.304347826086957
275,1600,3.0,2.0,True,True,100.0,flat,Sarria-Sant Gervasi,16.0
276,1000,1.0,2.0,True,False,50.0,flat,Eixample,20.0
277,1200,1.0,1.0,True,False,50.0,flat,Eixample,24.0
278,1350,3.0,1.0,True,True,120.0,flat,Eixample,11.25
279,1425,2.0,2.0,True,False,88.0,flat,Les Corts,16.193181818181817
280,1550,5.0,2.0,True,True,146.0,flat,Les Corts,10.616438356164384
281,1495,4.0,2.0,True,False,123.0,flat,Les Corts,12.154471544715449
282,950,2.0,1.0,True,False,62.0,flat,Eixample,15.32258064516129
283,950,1.0,1.0,True,False,50.0,flat,Eixample,19.0
284,2300,2.0,2.0,False,False,96.0,flat,Ciutat Vella,23.95833333333333
285,3200,5.0,3.0,True,False,200.0,flat,Les Corts,16.0
286,3400,5.0,3.0,True,False,200.0,flat,Les Corts,17.0
287,3200,4.0,3.0,True,True,148.0,flat,Sarria-Sant Gervasi,21.62162162162162
288,3800,3.0,4.0,True,False,218.0,flat,Eixample,17.431192660550458
289,1500,2.0,2.0,True,False,88.0,flat,Sarria-Sant Gervasi,17.045454545454547
290,2300,4.0,2.0,True,False,158.0,flat,Sarria-Sant Gervasi,14.556962025316457
291,1100,2.0,1.0,True,False,57.0,flat,Eixample,19.29824561403509
292,1100,1.0,1.0,True,True,45.0,attic,Sarria-Sant Gervasi,24.444444444444443
293,1150,1.0,1.0,True,False,40.0,flat,Sarria-Sant Gervasi,28.75
294,1060,4.0,2.0,True,False,98.0,flat,Sarria-Sant Gervasi,10.816326530612244
295,750,1.0,1.0,False,False,60.0,flat,Sants-Montjuïc,12.5
296,1000,3.0,1.0,True,True,71.0,attic,Horta- Guinardo,14.084507042253522
297,750,2.0,1.0,False,False,52.0,flat,Sants-Montjuïc,14.423076923076923
298,1200,2.0,2.0,True,False,113.0,flat,Eixample,10.619469026548671
299,700,1.0,1.0,True,False,50.0,flat,Ciutat Vella,14.0
300,1125,2.0,1.0,True,True,75.0,flat,Ciutat Vella,15.0
301,1300,2.0,1.0,True,False,80.0,flat,Eixample,16.25
302,970,2.0,1.0,True,True,43.0,flat,Sarria-Sant Gervasi,22.55813953488372
303,1950,5.0,3.0,True,True,170.0,flat,Sarria-Sant Gervasi,11.470588235294118
304,1000,3.0,1.0,True,True,70.0,flat,Eixample,14.285714285714286
305,1850,3.0,2.0,True,True,100.0,flat,Sarria-Sant Gervasi,18.5
306,1290,3.0,2.0,True,False,100.0,flat,Eixample,12.9
307,950,1.0,1.0,True,False,54.0,flat,Ciutat Vella,17.59259259259259
308,1500,2.0,2.0,True,False,95.0,flat,Eixample,15.789473684210526
309,650,1.0,1.0,True,False,25.0,flat,Eixample,26.0
310,750,1.0,1.0,False,False,22.0,flat,Ciutat Vella,34.09090909090909
311,1080,2.0,1.0,False,False,75.0,flat,Sarria-Sant Gervasi,14.4
312,8482,4.0,7.0,True,True,225.0,flat,Les Corts,37.69777777777778
313,890,1.0,1.0,True,False,54.0,flat,Sarria-Sant Gervasi,16.48148148148148
314,3500,2.0,2.0,True,True,152.0,flat,Sarria-Sant Gervasi,23.026315789473685
315,3219,3.0,2.0,True,True,120.0,flat,Sarria-Sant Gervasi,26.825
316,3400,3.0,3.0,True,True,220.0,flat,Sarria-Sant Gervasi,15.454545454545457
317,1200,2.0,2.0,False,False,98.0,flat,Ciutat Vella,12.244897959183673
318,1626,3.0,2.0,True,True,81.0,flat,Eixample,20.07407407407408
319,3200,4.0,3.0,True,True,200.0,flat,Sarria-Sant Gervasi,16.0
320,750,1.0,1.0,False,False,40.0,flat,Ciutat Vella,18.75
321,3500,4.0,4.0,True,True,188.0,flat,Sarria-Sant Gervasi,18.617021276595743
322,1200,2.0,1.0,False,False,50.0,flat,Sants-Montjuïc,24.0
323,2200,2.0,2.0,True,True,89.0,flat,Ciutat Vella,24.719101123595507
324,1700,3.0,1.0,True,True,130.0,flat,Ciutat Vella,13.076923076923077
325,1450,4.0,2.0,True,False,84.0,flat,Les Corts,17.261904761904763
326,1200,3.0,1.0,True,False,75.0,flat,Ciutat Vella,16.0
327,3500,2.0,2.0,True,True,113.0,flat,Eixample,30.97345132743363
328,1350,4.0,2.0,True,True,112.0,flat,Les Corts,12.053571428571429
329,1400,3.0,2.0,True,False,106.0,flat,Eixample,13.20754716981132
330,2000,5.0,3.0,True,True,167.0,flat,Sarria-Sant Gervasi,11.976047904191615
331,1724,3.0,2.0,True,True,78.0,flat,Eixample,22.102564102564106
332,1150,3.0,2.0,True,False,88.0,flat,Sarria-Sant Gervasi,13.068181818181818
333,5000,4.0,3.0,True,True,220.0,flat,Sarria-Sant Gervasi,22.727272727272727
334,935,3.0,2.0,False,False,82.0,flat,Horta- Guinardo,11.402439024390244
335,3600,5.0,4.0,True,True,185.0,flat,Les Corts,19.45945945945946
336,3400,5.0,4.0,True,True,220.0,flat,Sarria-Sant Gervasi,15.454545454545457
337,2500,3.0,2.0,True,True,145.0,flat,Sarria-Sant Gervasi,17.24137931034483
338,2000,3.0,2.0,True,True,110.0,flat,Eixample,18.181818181818183
339,1590,3.0,2.0,True,False,110.0,flat,Eixample,14.454545454545457
340,3000,3.0,3.0,True,True,174.0,flat,Ciutat Vella,17.24137931034483
341,5200,3.0,2.0,True,True,150.0,flat,Ciutat Vella,34.666666666666664
342,2600,3.0,2.0,False,True,136.0,flat,Sant Martí,19.11764705882353
343,1000,3.0,1.0,False,False,63.0,flat,Gràcia,15.873015873015872
344,1900,2.0,2.0,True,True,92.0,flat,Gràcia,20.65217391304348
345,3800,2.0,2.0,True,True,100.0,flat,Ciutat Vella,38.0
346,1600,4.0,2.0,True,True,137.0,flat,Sarria-Sant Gervasi,11.67883211678832
347,1650,3.0,2.0,True,True,138.0,flat,Eixample,11.956521739130435
348,2500,3.0,2.0,True,True,136.0,flat,Sarria-Sant Gervasi,18.38235294117647
349,1450,2.0,1.0,True,False,90.0,flat,Eixample,16.11111111111111
350,2700,5.0,3.0,True,True,227.0,flat,Sarria-Sant Gervasi,11.894273127753303
351,900,3.0,1.0,True,False,82.0,flat,Gràcia,10.975609756097562
